,Joueur,Nationalité,Position,Équipe,Compétition,Âge,Année de naissance,Matchs joués,Titularisations,Minutes jouées,Matchs en 90 min,Buts,Passes décisives,Buts + Passes D,Buts (sans penalty),Pénaltys marqués,Pénaltys tentés,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus sans penalty,Passes décisives attendues (xAG),xG + xAG sans penalty,Courses progressives,Passes progressives,Réceptions progressives,Buts par 90 minutes,Passes décisives par 90 minutes,Buts + Passes décisives par 90 minutes,Buts hors penalty par 90 minutes,Buts + Passes décisives hors penalty par 90 minutes,Buts attendus par 90 minutes,Passes décisives attendues par 90 minutes,Somme des buts et passes attendues par 90 minutes,Buts attendus hors penalty par 90 minutes,Somme des buts et passes attendues hors penalty par 90 minutes,Équivalents 90 minutes joués,Actions menant à un tir,Actions menant à un tir par 90 minutes,Passes en jeu menant à un tir,"Passes arrêtées (coups francs, corners) menant à un tir",Dribbles réussis menant à un tir,Tirs ayant provoqué un autre tir,Fautes subies menant à un tir,Actions défensives menant à un tir,Actions menant à un but,Actions menant à un but par 90 minutes,Passes en jeu menant à un but,"Passes arrêtées (coups francs, corners) menant à un but",Dribbles réussis menant à un but,Tirs ayant provoqué un but,Fautes subies menant à un but,Actions défensives menant à un but,Passes réussies,Passes tentées,Pourcentage de passes réussies,Distance totale des passes,Distance progressive des passes,Passes courtes réussies,Passes courtes tentées,Pourcentage de passes courtes réussies,Passes moyennes réussies,Passes moyennes tentées,Pourcentage de passes moyennes réussies,Passes longues réussies,Passes longues tentées,Pourcentage de passes longues réussies,Passes décisives,Passes décisives attendues,Passes attendues (xA),Différence entre passes décisives réelles et attendues,Passes clés,Passes dans le dernier tiers,Passes dans la surface,Centres dans la surface,Passes progressives,Deuxième carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres tentés,Interceptions,Tacles gagnants,Penaltys provoqués,Penaltys concédés,Buts contre son camp,Ballons récupérés,Duels aériens gagnés,Duels aériens perdus,Pourcentage de duels aériens gagnés,Buts,Tirs,Tirs cadrés,Pourcentage de tirs cadrés,Tirs par 90 minutes,Tirs cadrés par 90 minutes,Buts par tir,Buts par tir cadré,Distance moyenne des tirs,Coups francs tentés,Penaltys marqués,Penaltys tentés,Buts attendus hors penalty par tir,Différence entre les buts marqués et les buts attendus,Différence entre les buts marqués hors penalty et les buts attendus hors penalty,Tacles réussis,Tacles gagnants,Tacles réussis dans le tiers défensif,Tacles réussis dans le tiers médian,Tacles réussis dans le tiers offensif,Duels défensifs gagnés,Duels défensifs disputés,Pourcentage de duels gagnés,Duels défensifs perdus,Total de blocs (tirs et passes),Tirs bloqués,Passes bloquées,Interceptions,Total de tacles et d’interceptions,Dégagements,Erreurs menant à un tir ou un but,Minutes jouées par match,Pourcentage de minutes jouées,Matches débutés en tant que titulaire,Minutes jouées par titularisation,Matches joués en intégralité,Nombre d’entrées en jeu,Minutes jouées par entrée en jeu,Matches passés sur le banc sans entrer en jeu,Points par match (PPM),Buts marqués par l’équipe lorsque le joueur est sur le terrain,Buts encaissés par l’équipe lorsque le joueur est sur le terrain,Différence de buts lorsque le joueur est sur le terrain,Différence de buts par 90 minutes,Impact du joueur sur la différence de buts par rapport au temps passé sur le terrain,xG de l’équipe lorsque le joueur est sur le terrain,xG concédés par l’équipe lorsque le joueur est sur le terrain,Différence xG lorsque le joueur est sur le terrain,Différence xG par 90 minutes,Impact du joueur sur la différence xG lorsqu’il est sur le terrain ou non,Touches de balle,Touches de balle dans la surface défensive,Touches de balle dans le tiers défensif,Touches de balle dans le tiers médian,Touches de balle dans le tiers offensif,Touches de balle dans la surface offensive,Touches de balle en jeu (hors coups de pied arrêtés),Dribbles tentés,Dribbles réussis,Pourcentage de dribbles réussis,Dribbles stoppés par l’adversaire,Pourcentage de dribbles stoppés,Portées de balle,Distance totale parcourue avec le ballon (en mètres),Distance progressive parcourue avec le ballon,Portées de balle progressives,Portées de balle jusqu’au dernier tiers du terrain,Portées de balle entrant dans la surface adverse,Ballons perdus en conduite,Ballons perdus sous la pression d’un adversaire,Passes reçues,Passes progressives reçues
791,Ronnie Edwards,ENG,DF,Southampton,Premier League,21,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,5,100.0,109,0,0,0,0,5,5,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,0.5,0,0,0,1,12,2,0.00,0,1,-1,-7.50,-5.84,0.0,0.3,-0.3,-2.19,-0.80,6,3,4,2,0,0,6,0,0,0,0,0,3,10,0,0,0,0,0,0,5,0
792,Johannes Eggestein,GER,FW,St. Pauli,Bundliga,26,1998,24,22,1815,20.2,3,4,7,2,1,2,3,0,4.7,3.1,2.1,5.2,25,43,132,0.15,0.20,0.35,0.10,0.30,0.23,0.10,0.34,0.16,0.26,20.2,42,2.08,35,0,0,4,2,1,4,0.20,4,0,0,0,0,0,395,535,73.8,5483,1021,215,266,80.8,121,151,80.1,22,38,57.9,4,2.1,1.3,+1.9,24,25,9,2,43,0,11,12,14,33,0,3,0,0,0,56,28,82,25.5,3,34,10,29.4,1.69,0.50,0.06,0.20,15.7,0,1,2,0.09,-1.7,-1.1,5,3,0,2,3,1,5,20.0,4,5,0,5,0,5,8,0,76,77.6,22,82,3,2,10,0,1.04,15,24,-9,-0.45,-0.27,17.3,24.6,-7.3,-0.36,-0.65,697,6,44,365,293,74,695,17,7,41.2,10,58.8,373,1632,613,25,17,8,50,28,528,132
793,Maximilian Eggestein,GER,MF,Freiburg,Bundliga,28,1996,25,25,2130,23.7,0,0,0,0,0,0,4,0,1.4,1.4,1.1,2.5,19,112,27,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.10,0.06,0.10,23.7,40,1.69,32,0,1,2,4,1,4,0.17,4,0,0,0,0,0,916,1093,83.8,14299,3995,462,516,89.5,397,450,88.2,34,56,60.7,0,1.1,1.9,-1.1,16,96,14,3,112,0,17,20,1,8,27,21,0,0,0,121,38,37,50.7,0,24,5,20.8,1.01,0.21,0.00,0.00,19.6,0,0,0,0.06,-1.4,-1.4,40,21,14,19,7,19,34,55.9,15,23,4,19,27,67,38,1,85,91.0,25,85,16,0,0,1,1.68,33,35,-2,-0.08,-0.08,29.3,29.3,+0.1,0.00,-0.49,1303,44,318,785,212,32,1303,19,10,52.6,9,47.4,578,2944,1420,19,16,2,19,15,818,27
794,Kingsley Ehizibue,NED,DF,Udinese,Serie A,29,1995,26,23,1913,21.3,0,1,1,0,0,0,4,0,1.2,1.2,1.3,2.5,39,44,97,0.00,0.05,0.05,0.00,0.05,0.06,0.06,0.12,0.06,0.12,21.3,38,1.79,29,3,0,2,3,1,2,0.09,1,0,0,1,0,0,592,776,76.3,10077,3344,279,328,85.1,252,317,79.5,47,90,52.2,1,1.3,1.4,-0.3,14,24,15,11,44,0,26,26,5,45,18,27,0,0,0,88,24,25,49.0,0,13,3,23.1,0.61,0.14,0.00,0.00,16.0,0,0,0,0.09,-1.2,-1.2,43,27,25,15,3,24,35,68.6,11,31,9,22,18,61,55,5,74,73.3,23,80,11,3,23,0,1.42,25,27,-2,-0.09,+0.16,23.0,28.4,-5.4,-0.25,+0.19,1005,57,301,407,309,32,1005,24,10,41.7,12,50.0,458,2293,1142,39,29,7,22,19,501,97
795,Chidera Ejuke,NGA,FW,Sevilla,La Liga,27,1998,18,8,806,9.0,2,1,3,2,0,0,0,0,1.0,1.0,1.5,2.6,66,32,86,0.22,0.11,0.33,0.22,0.33,0.12,0.17,0.29,0.12,0.29,9.0,36,4.02,21,5,7,0,3,0,2,0.22,2,0,0,0,0,0,309,378,81.7,4811,794,173,190,91.1,104,125,83.2,23,37,62.2,1,1.5,0.7,-0.5,15,14,16,2,32,0,6,13,3,17,2,9,0,0,0,50,3,6,33.3,2,19,7,36.8,2.12,0.78,0.11,0.29,18.6,0,0,0,0.05,+1.0,+1.0,13,9,4,7,2,7,15,46.7,8,12,0,12,2,15,4,0,45,32.0,8,75,2,10,20,1,1.33,9,9,0,0.00,+0.26,9.2,13.7,-4.6,-0.51,-0.33,517,3,52,228,252,36,517,68,39,57.4,24,35.3,358,2945,1641,66,30,22,30,19,382,86
796,Jeff Ekhator,ITA,FW,Genoa,Serie A,18,2006,20,5,659,7.3,1,1,2,1,0,0,1,0,1.3,1.3,1.0,2.3,4,14,44,0.14,0.14,0.27,0.14,0.27,0.18,0.13,0.31,0.18,0.31,7.3,19,2.60,14,0,0,2,3,0,2,0.27,1,0,0,1,0,0,95,142,66.9,1241,381,54,73,74.0,26,39,66.7,4,6,66.7,1,1.0,0.5,0.0,10,8,4,0,14,0,13,10,3,10,1,3,0,0,0,28,14,31,31.1,1,10,3,30.0,1.37,0.41,0.10,0.33,15.6,0,0,0,0.13,-0.3,-0.3,5,3,2,1,2,3,6,50.0,3,9,1,8,1,6,5,0,33,25.2,5,71,0,15,20,4,1.10,10,9,+1,+0.14,+0.60,7.8,7.9,-0.1,-0.01,+0.26,218,8,27,82,115,23,218,10,3,30.0,5,50.0,109,514,154,4,4,3,28,8,144,44
797,Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundliga,22,2002,25,23,1870,20.8,13,4,17,12,1,3,0,0,17.5,15.2,4.7,19.9,66,34,149,0.63,0.19,0.82,0.58,0.77,0.84,0.23,1.07,0.73,0.96,20.8,78,3.76,48,0,12,15,3,0,9,0.43,6,0,2,0,1,0,359,464,77.4,4804,881,228,272,83.8,84,106,79.2,19,31,61.3,4,4.7,4.4,-0.7,34,15,24,4,34,0,25,11,14,16,7,10,1,0,0,63,31,45,40.8,13,85,32,37.6,4.09,1.54,0.14,0.38,15.2,0,1,3,0.18,-4.5,-3.2,13,10,3,5,5,4,10,40.0,6,10,1,9,7,20,18,0,75,79.9,23,79,5,2,25,0,1.68,40,30,+10,+0.48,-0.28,40.1,32.5,+7.6,+0.37,+0.09,767,19,57,324,408,142,764,86,39,45.3,45,52.3,472,3246,1702,66,45,35,71,22,565,149
798,Jurgen Ekkelenkamp,NED,MF,Udinese,Serie A,24,2000,25,13,1362,15.1,3,2,5,3,0,0,1,0,1.6,1.6,1.1,2.6,26,51,57,0.20,0.13,0.33,0.20,0.33,0.10,0.07,0.17,0.10,0.17,15.1,30,1.98,23,2,2,2,1,0,6,0.40,4,0,1,1,0,0,443,548,80.8,6836,1627,236,278,84.9,168,202,83.2,24,34,70.6,2,1.1,0.8,+0.9,11,31,9,2,51,0,21,13,2,9,9,20,0,0,0,67,12,11,52.2,3,17,8,47.1,1.12,0.53,0.18,0.38,17.5,0,0,0,0.09,+1.4,+1.4,31,20,9,19,3,16,28,57.1,12,22,4,18,9,40,18,0,54,52.2,13,79,3,12,28,2,1.48,21,19,+2,+0.13,+0.56,17.7,20.8,-3.1,-0.21,+0.20,677,22,113,357,217,28,677,21,6,28.6,12,57.1,365,1873,930,26,21,3,18,5,434,57
799,Jacques Ekomie,GAB,DF,Angers,Ligue 1,21,2003,11,3,343,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,10,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.8,3,0.78,2,0,0,0,0,1,1,0.26,1,0,0,0,0,0,111,165,67.3,1478,695,73,82,89.0,31,50,62.0,4,15,26.7,0,0.0,0.0,0.0,0,4,0,0,10,0,4,12,1,17,3,9,0,0,0,16,6,6,50.0,0,1,0,0.0,0.26,0.00,0.00,0,15.3,0,0,0,0.02,0.0,0.0,12,9,6,5,1,4,7,57.1,3,9,1,8,3,15,11,0,31,14.7,3,74,0,8,15,9,0.36,2,6,-4,-1.05,-0.51,2.1,4.9,-2.7,-0.72,-0.20,223,7,66,72,87,3,223,13,3,23.1,8,61.5,81,446,229,8,9,0,6,7,98,14
800,Emmanuel Ekong,SWE,MF,Empoli,Serie A,22,2002,15,0,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,5,19,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,2.1,6,2.90,3,0,3,0,0,0,0,0.00,0,0,0,0,0,0,30,44,68.2,444,85,17,24,70.8,11,14,78.6,1,1,100.0,0,0.1,0.1,-0.1,2,2,2,0,5,0,3,5,1,0,1,3,0,0,0,10,2,7,22.2,0,4,1,25.0,1.94,0.48,0.00,0.00,24.6,0,0,0,0.03,-0.1,-0.1,4,3,0,2,2,3,3,100.0,0,2,1,1,1,5,1,0,12,7.1,0,0,0,15,12,4,1.07,0,1,-1,-0.48,+0.33,0.9,3.8,-2.9,-1.40,-0.95,84,0,11,29,46,6,84,20,7,35.0,11,55.0,50,455,215,8,2,5,8,9,65,19
801,Caleb Ekuban,GHA,FW,Genoa,Serie A,31,1994,13,3,442,4.9,1,3,4,1,0,0,1,0,2.7,2.7,0.7,3.4,4,7,37,0.20,0.61,0.81,0.20,0.81,0.55,0.15,0.70,0.55,0.70,4.9,11,2.24,10,0,0,1,0,0,3,0.61,3,0,0,0,0,0,59,82,72.0,896,160,31,44,70.5,24,27,88.9,2,5,40.0,3,0.7,0.2,+2.3,7,6,1,0,7,0,10,8,5,3,1,3,0,0,0,16,10,14,41.7,1,16,5,31.3,3.26,1.02,0.06,0.20,12.5,0,0,0,0.17,-1.7,-1.7,3,3,1,1,1,1,1,100.0,0,3,0,3,1,4,4,0,34,16.9,3,69,0,10,23,0,1.23,6,6,0,0.00,+0.37,7.1,7.3,-0.2,-0.05,+0.19,140,4,13,55,74,21,140,9,2,22.2,7,77.8,74,336,141,4,4,2,13,9,99,37
802,Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,Ligue 1,23,2002,20,20,1765,19.6,1,0,1,1,0,0,3,0,0.3,0.3,0.7,1.1,16,96,9,0.05,0.00,0.05,0.05,0.05,0.02,0.04,0.06,0.02,0.06,19.6,23,1.17,23,0,0,0,0,0,2,0.10,2,0,0,0,0,0,947,1071,88.4,15739,5030,449,480,93.5,406,436,93.1,68,113,60.2,0,0.7,1.0,-0.7,10,92,12,0,96,0,22,29,0,4,33,22,0,0,0,109,19,9,67.9,1,11,2,18.2,0.56,0.10,0.09,0.50,25.1,0,0,0,0.03,+0.7,+0.7,37,22,15,19,3,24,39,61.5,15,16,9,7,33,70,61,1,88,76.9,20,88,16,0,0,0,0.90,23,45,-22,-1.12,+0.58,23.5,44.4,-20.9,-1.07,+0.46,1281,96,418,716,159,1,1281,21,10,47.6,9,42.9,612,2762,1320,16,10,1,18,11,877,9
803,Anthony Elanga,SWE,FW,Nott'ham Forest,Premier League,22,2002,29,23,1845,20.5,5,8,13,5,0,0,1,0,3.7,3.7,4.3,8.0,76,41,150,0.24,0.39,0.63,0.24,0.63,0.18,0.21,0.39,0.18,0.39,20.5,79,3.86,47,15,5,4,8,0,13,0.63,9,2,1,0,1,0,378,587,64.4,5469,1936,230,273,84.2,98,160,61.3,33,96,34.4,8,4.3,3.7,+3.7,39,22,21,6,41,0,6,30,11,136,5,12,0,0,0,66,18,30,37.5,5,33,15,45.5,1.61,0.73,0.15,0.33,16.8,4,0,0,0.11,+1.3,+1.3,17,12,7,8,2,4,15,26.7,11,7,1,6,5,22,25,0,64,70.7,23,75,8,6,21,0,1.86,37,25,+12,+0.59,+0.35,26.9,26.3,+0.6,+0.03,-0.20,813,28,118,227,480,80,813,60,16,26.7,27,45.0,429,3316,1927,76,39,34,59,29,534,150
804,Meschak Elia,COD,FW,Nantes,Ligue 1,27,1997,5,0,82,0.9,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,7,3,12,1.10,0.00,1.10,1.10,1.10,1.10,0.06,1.16,1.10,1.16,0.9,2,2.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,19,36,52.8,228,78,13,18,72.2,5,12,41.7,0,1,0.0,0,0.1,0.1,-0.1,1,2,0,0,3,0,1,1,0,8,0,3,0,0,0,3,1,0,100.0,1,3,1,33.3,3.29,1.10,0.33,1.00,10.1,0,0,0,0.33,0.0,0.0,4,3,2,1,1,0,0,0,0,1,0,1,0,4,1,0,16,3.5,0,0,0,5,16,1,0.60,1,5,-4,-4.39,-3.99,1.8,3.7,-1.9,-2.07,-1.72,55,1,9,18,28,6,55,7,1,14.3,6,85.7,37,261,122,7,3,1,3,0,38,12
805,Mikael Ellertsson,ISL,DF,Venezia,Serie A,23,2002,28,23,1957,21.7,2,1,3,2,0,0,1,0,1.1,1.1,0.9,2.0,30,31,74,0.09,0.05,0.14,0.09,0.14,0.05,0.04,0.09,0.05,0.09,21.7,40,1.84,28,1,4,3,3,1,4,0.18,3,0,0,0,1,0,344,489,70.3,5150,1571,193,244,79.1,124,172,72.1,15,39,38.5,1,0.9,1.1,+0.1,18,19,8,1,31,0,16,32,2,19,13,21,0,0,0,65,10,13,43.5,2,17,3,17.6,0.78,0.14,0.12,0.67,18.0,0,0,0,0.06,+0.9,+0.9,45,21,27,11,7,26,49,53.1,23,30,4,26,13,58,57,0,70,75.0,23,79,9,5,29,1,0.71,18,23,-5,-0.23,+1.70,20.5,30.2,-9.8,-0.45,+0.84,745,45,203,288,266,44,745,36,14,38.9,18,50.0,379,1929,995,30,21,9,37,19,417,74
806,Harvey Elliott,ENG,MF,Liverpool,Premier League,21,2003,11,0,128,1.4,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.0,7,17,14,0.00,0.70,0.70,0.00,0.70,0.14,0.54,0.68,0.14,0.68,1.4,7,4.92,5,2,0,0,0,0,2,1.41,2,0,0,0,0,0,110,137,80.3,1998,490,58,63,92.1,34,46,73.9,14,20,70.0,1,0.8,0.4,+0.2,4,9,3,0,17,0,0,0,1,10,0,2,0,0,0,7,1,1,50.0,0,6,1,16.7,4.22,0.70,0.00,0.00,16.5,0,0,0,0.03,-0.2,-0.2,3,2,2,1,0,0,3,0.0,3,3,1,2,0,3,1,0,12,4.9,0,0,0,11,12,10,2.64,7,1,+6,+4.22,+2.91,5.7,1.5,+4.2,+2.94,+1.65,156,1,14,62,81,10,156,4,2,50.0,2,50.0,91,436,232,7,5,5,2,1,115,14
807,Elif Elmas,MKD,FW,Torino,Serie A,25,1999,5,4,326,3.6,3,0,3,3,0,0,0,0,0.5,0.5,0.3,0.7,11,8,15,0.83,0.00,0.83,0.83,0.83,0.13,0.08,0.21,0.13,0.21,3.6,11,3.05,8,0,2,0,1,0,1,0.28,0,0,1,0,0,0,75,90,83.3,1118,239,41,47,87.2,26,29,89.7,5,5,100.0,0,0.3,0.3,-0.3,6,6,1,0,8,0,8,4,2,2,3,2,0,0,0,11,1,2,33.3,3,5,3,60.0,1.38,0.83,0.60,1.00,18.8,0,0,0,0.09,+2.5,+2.5,2,2,1,1,0,0,1,0.0,1,4,1,3,3,5,2,0,65,12.5,4,74,0,1,29,1,2.00,6,3,+3,+0.83,+0.95,2.7,5.9,-3.2,-0.87,-0.48,123,1,12,56,55,11,123,9,2,22.2,5,55.6,72,461,233,11,8,5,7,3,91,15
808,Elif Elmas,MKD,MF,RB Leipzig,Bundliga,25,1999,2,0,44,0.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,2,2,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.70,0.70,0.70,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,13,16,81.3,169,66,8,9,88.9,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,2,0,2,0,1,0,0,1,0,0,0,3,0,1,0.0,0,2,0,0.0,4.09,0.00,0.00,0,10.9,0,0,0,0.17,-0.3,-0.3,3,1,3,0,0,1,3,33.3,2,2,0,2,0,3,2,0,22,1.9,0,0,0,2,22,10,1.50,0,1,-1,-2.05,-2.40,0.4,0.6,-0.2,-0.50,-0.36,28,1,10,13,5,2,28,1,1,100.0,0,0.0,13,33,11,0,0,0,0,2,17,2
809,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,30,1994,14,9,801,8.9,0,0,0,0,0,0,0,1,0.4,0.4,0.1,0.5,10,27,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06,8.9,8,0.90,8,0,0,0,0,0,1,0.11,1,0,0,0,0,0,403,483,83.4,7417,2616,154,167,92.2,211,232,90.9,32,65,49.2,0,0.1,0.3,-0.1,3,35,1,0,27,0,13,15,0,2,5,7,0,0,0,35,19,13,59.4,0,3,0,0.0,0.34,0.00,0.00,0,7.3,0,0,0,0.13,-0.4,-0.4,12,7,7,3,2,7,11,63.6,4,11,9,2,5,17,45,0,57,31.8,9,75,5,5,24,6,1.36,12,10,+2,+0.22,+0.59,8.7,9.8,-1.1,-0.13,-0.17,576,54,245,298,36,10,576,5,3,60.0,2,40.0,299,1639,910,10,2,1,8,3,354,3
810,Nico Elvedi,SUI,DF,Gladbach,Bundliga,28,1996,19,19,1665,18.5,1,1,2,1,0,0,1,0,1.8,1.8,0.4,2.2,18,46,5,0.05,0.05,0.11,0.05,0.11,0.10,0.02,0.12,0.10,0.12,18.5,12,0.65,11,0,0,1,0,0,3,0.16,2,0,0,1,0,0,1150,1245,92.4,18584,5047,563,591,95.3,520,555,93.7,52,73,71.2,1,0.4,0.3,+0.6,4,44,2,0,46,0,7,11,0,1,24,20,0,0,1,70,37,31,54.4,1,9,3,33.3,0.49,0.16,0.11,0.33,8.1,0,0,0,0.22,-0.8,-0.8,31,20,22,5,4,15,19,78.9,4,24,20,4,24,55,114,0,88,71.2,19,88,18,0,0,2,1.47,30,31,-1,-0.05,-0.59,28.1,36.0,-7.9,-0.43,-0.51,1465,253,821,603,42,12,1465,0,0,0,0,0,785,3781,1970,18,11,0,4,1,944,5
811,Adri Embarba,ESP,FW,Rayo Vallecano,La Liga,32,1992,26,15,1336,14.8,1,1,2,1,0,0,4,0,1.5,1.5,2.7,4.2,38,40,91,0.07,0.07,0.13,0.07,0.13,0.10,0.18,0.28,0.10,0.28,14.8,39,2.63,24,8,1,1,5,0,1,0.07,1,0,0,0,0,0,312,491,63.5,5114,1328,176,220,80.0,88,130,67.7,37,98,37.8,1,2.7,2.4,-1.7,19,20,16,9,40,0,23,18,12,97,12,13,0,0,0,54,8,23,25.8,1,29,8,27.6,1.95,0.54,0.03,0.13,22.0,1,0,0,0.05,-0.5,-0.5,32,13,12,15,5,15,38,39.5,23,16,1,15,12,44,12,1,51,53.0,15,70,1,11,26,2,1.38,17,16,+1,+0.07,+0.14,15.9,17.7,-1.8,-0.12,-0.40,685,14,83,268,348,37,685,41,17,41.5,20,48.8,378,2242,1031,38,27,11,47,20,432,91
812,Breel Embolo,SUI,FW,Monaco,Ligue 1,28,1997,22,13,1266,14.1,4,4,8,4,0,0,3,0,8.9,8.9,4.3,13.1,14,34,102,0.28,0.28,0.57,0.28,0.57,0.63,0.30,0.93,0.63,0.93,14.1,29,2.06,25,0,1,2,1,0,6,0.43,5,0,0,1,0,0,198,287,69.0,2806,640,120,165,72.7,60,74,81.1,11,19,57.9,4,4.3,2.2,-0.3,20,10,17,0,34,0,17,33,9,3,2,9,0,0,0,37,24,22,52.2,4,39,13,33.3,2.77,0.92,0.10,0.31,10.5,0,0,0,0.23,-4.9,-4.9,13,9,4,3,6,3,13,23.1,10,5,0,5,2,15,4,1,58,54.1,13,77,6,9,29,4,1.59,24,18,+6,+0.43,-0.66,33.0,14.4,+18.6,+1.32,+0.35,449,5,33,193,228,88,449,34,11,32.4,20,58.8,295,1291,518,14,12,10,42,34,351,102
813,Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,22,2003,21,21,1757,19.5,11,2,13,11,0,0,4,0,13.7,13.7,2.1,15.8,30,9,80,0.56,0.10,0.67,0.56,0.67,0.70,0.11,0.81,0.70,0.81,19.5,24,1.23,18,0,2,1,3,0,3,0.15,2,0,1,0,0,0,181,232,78.0,2254,244,112,142,78.9,50,56,89.3,3,3,100.0,2,2.1,0.4,-0.1,12,3,2,0,9,0,32,32,18,0,1,5,0,0,0,43,20,24,45.5,11,49,29,59.2,2.51,1.49,0.22,0.38,12.5,0,0,0,0.28,-2.7,-2.7,5,5,1,2,2,1,3,33.3,2,12,5,7,1,6,24,0,84,75.1,21,84,8,0,0,0,1.90,31,19,+12,+0.61,+1.23,31.3,26.8,+4.5,+0.23,+1.66,413,30,62,176,182,71,413,22,6,27.3,15,68.2,249,1389,701,30,13,22,45,22,304,80
814,Emerson,BRA,DF,Milan,Serie A,26,1999,17,16,1377,15.3,0,0,0,0,0,0,5,0,0.4,0.4,0.7,1.1,23,68,71,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07,15.3,33,2.16,29,0,0,2,2,0,1,0.07,1,0,0,0,0,0,784,909,86.2,12560,3198,380,418,90.9,355,390,91.0,32,54,59.3,0,0.7,1.1,-0.7,15,44,14,5,68,0,34,32,0,45,14,28,0,0,0,59,24,14,63.2,0,10,2,20.0,0.65,0.13,0.00,0.00,20.3,0,0,0,0.04,-0.4,-0.4,45,28,24,16,5,16,34,47.1,18,13,2,11,14,59,56,0,81,52.8,16,85,10,1,24,1,1.53,23,16,+7,+0.46,+0.17,22.6,16.0,+6.7,+0.44,-0.32,1102,56,312,526,271,22,1102,18,7,38.9,9,50.0,584,2423,1228,23,19,3,18,10,710,71
815,Yunus Emre Konak,TUR,FW,Brentford,Premier League,19,2006,7,0,31,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,1,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,20,27,74.1,329,76,12,15,80.0,5,6,83.3,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,2,0,2,1,0,0,0,4,0,0,0,2,4,4,50.0,0,1,0,0.0,2.90,0.00,0.00,0,21.4,0,0,0,0.15,-0.2,-0.2,4,4,0,4,0,1,2,50.0,1,0,0,0,0,4,0,0,4,1.2,0,0,0,7,4,20,1.86,1,2,-1,-2.90,-3.11,0.6,1.2,-0.7,-1.92,-1.92,39,0,6,20,13,0,39,2,0,0.0,2,100.0,13,57,36,1,0,1,2,3,21,1
816,Julio Enciso,PAR,MF,Ipswich Town,Premier League,21,2004,5,4,269,3.0,0,1,1,0,0,0,2,0,0.6,0.6,0.4,0.9,7,11,17,0.00,0.33,0.33,0.00,0.33,0.19,0.12,0.31,0.19,0.31,3.0,15,5.02,6,3,3,2,0,1,1,0.33,0,1,0,0,0,0,78,115,67.8,1313,394,36,49,73.5,30,42,71.4,6,10,60.0,1,0.4,0.3,+0.6,4,6,2,0,11,0,3,6,0,7,1,2,0,0,0,20,3,5,37.5,0,12,5,41.7,4.01,1.67,0.00,0.00,24.3,1,0,0,0.05,-0.6,-0.6,4,2,1,1,2,1,1,100.0,0,1,0,1,1,5,0,0,54,10.3,4,64,0,1,12,0,0.20,2,5,-3,-1.00,+0.19,3.8,4.4,-0.6,-0.19,+0.95,158,1,16,79,67,4,158,22,14,63.6,8,36.4,74,576,310,7,9,2,6,13,111,17
